customer_id,lat,lng,population,area,timezone,children,age,income,marital,churn,gender,tenure,monthlycharge,bandwidth_gb_year,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,job_id,payment_id,contract_id,location_id
22,39.96636,-83.01286,14440,Suburban,America/New_York,3,30,45714.47,Divorced,No,Male,2.415991977,127.495766,594.1054279,6.984819996,18,1,0,No,No,Yes,Geophysical data processor,Bank Transfer(automatic),Two Year,43215
23,42.96153,-94.64179,381,Urban,America/Chicago,3,52,27442.03,Widowed,No,Male,6.652298992,124.964303,713.0633088,9.372975594,16,1,1,No,No,No,"Designer, multimedia",Electronic Check,Month-to-month,50562
24,45.10333,-67.47223,2193,Urban,America/New_York,2,68,79699.62,Divorced,No,Male,8.543717478,149.948316,945.3802928,7.109002592,9,0,0,No,Yes,No,Event organiser,Electronic Check,One year,4694
25,39.08339,-84.02314,9434,Rural,America/New_York,3,75,28520.32,Widowed,Yes,Female,5.770390256,162.511928,870.76398,13.74777955,15,1,0,No,No,Yes,Equality and diversity officer,Credit Card (automatic),Month-to-month,45176
26,29.75675,-81.30311,29568,Suburban,America/New_York,1,77,12558.83,Separated,Yes,Male,4.157658837,92.455141,774.2937069,9.767668044,12,1,0,No,No,Yes,Counsellor,Bank Transfer(automatic),Month-to-month,32086
27,36.00209,-108.62285,3089,Rural,America/Denver,1,47,8762.23,Married,Yes,Female,10.40566091,222.649979,1506.446527,15.8626095,15,0,1,No,Yes,No,Psychiatrist,Mailed Check,Month-to-month,87325
28,41.7812,-83.48594,5652,Urban,America/Detroit,0,70,43882.72,Widowed,Yes,Female,1.392421597,139.981577,419.0508708,14.73616645,12,0,0,No,Yes,No,"Surveyor, commercial/residential",Electronic Check,Month-to-month,48133
29,44.24718,-72.74137,1716,Urban,America/New_York,3,20,10482.52,Separated,Yes,Female,1.430386349,200.132293,1259.415493,13.43558029,13,2,0,Yes,No,No,Civil Service administrator,Bank Transfer(automatic),One year,5660
30,39.04373,-77.04224,52484,Suburban,America/New_York,4,69,33442.79,Never Married,Yes,Male,5.425864884,257.651257,1745.125956,10.61771118,18,1,0,No,No,Yes,"Radiographer, diagnostic",Credit Card (automatic),Two Year,20902
31,43.11988,-75.32875,11268,Urban,America/New_York,9,45,43383.54,Married,No,Male,11.08287797,230.105118,1795.465729,6.613070806,14,0,0,No,Yes,No,Air traffic controller,Credit Card (automatic),Two Year,13492
32,41.30608,-84.56989,1765,Rural,America/New_York,0,40,21793.88,Never Married,No,Female,3.586184954,147.489301,492.4771472,4.450171647,13,2,0,No,No,Yes,Dietitian,Electronic Check,Two Year,43556
33,46.5512,-123.32437,680,Rural,America/Los_Angeles,6,82,51960.51,Divorced,Yes,Female,4.727388465,230.105118,1013.993166,8.774646693,9,0,0,No,Yes,Yes,"Therapist, occupational",Electronic Check,Month-to-month,98572
34,46.43517,-86.01334,136,Rural,America/Detroit,5,74,25942.1,Separated,Yes,Male,20.89923386,174.958118,2680.762173,11.13156721,8,1,1,No,No,No,Building services engineer,Electronic Check,Month-to-month,49883
35,40.73772,-88.28785,1517,Urban,America/Chicago,4,69,11211.59,Widowed,Yes,Male,3.471329958,267.664655,1081.814362,5.540788887,15,1,0,No,Yes,No,Information officer,Mailed Check,One year,60921
36,42.28109,-84.75184,14103,Suburban,America/Detroit,1,52,8283.29,Never Married,Yes,Male,5.478588204,162.483267,1209.961168,13.80362698,11,0,1,No,Yes,No,Outdoor activities/education manager,Mailed Check,Month-to-month,49224
37,41.63306,-72.45472,6394,Suburban,America/New_York,2,26,10114.81,Never Married,Yes,Female,3.312991809,229.993134,897.5919144,16.31017089,16,1,1,No,Yes,No,Market researcher,Credit Card (automatic),Month-to-month,6447
38,41.10336,-74.68407,5059,Urban,America/New_York,1,25,36229.21,Never Married,No,Female,7.161561527,140.00128,1340.930156,9.447065309,9,2,0,No,Yes,Yes,"Surveyor, insurance",Electronic Check,One year,7848
39,38.93845,-76.99317,20450,Suburban,America/New_York,1,66,25397.44,Divorced,No,Female,9.847563364,184.964681,1113.993679,16.84100845,12,1,0,No,Yes,No,Office manager,Credit Card (automatic),Two Year,20017
40,40.37305,-75.2041,2123,Suburban,America/New_York,1,72,50336.5,Divorced,No,Male,16.04202196,147.473844,1530.10769,7.972937227,10,1,1,No,Yes,No,Editorial assistant,Electronic Check,Two Year,18917
41,40.02145,-74.06183,1164,Urban,America/New_York,3,21,38211.37,Divorced,No,Female,9.179779682,172.457857,1310.137419,11.42906608,12,1,0,No,No,No,Customer service manager,Mailed Check,Month-to-month,8738
42,40.26608,-78.45782,23,Suburban,America/New_York,3,55,52887.26,Married,No,Male,3.002844144,107.481989,892.8964931,8.06137096,16,2,0,No,Yes,No,"Production designer, theatre/television/film",Electronic Check,Month-to-month,16682
43,34.35204,-97.25336,895,Suburban,America/Chicago,4,41,12003.33,Divorced,Yes,Male,3.924254455,255.141716,1125.581944,12.54780492,11,1,2,No,Yes,No,Analytical chemist,Credit Card (automatic),Two Year,73458
44,40.52449,-79.08432,6699,Suburban,America/New_York,4,32,24090.62,Never Married,No,Male,18.55959629,192.456745,2016.710031,8.255565152,13,0,0,No,Yes,Yes,Print production planner,Electronic Check,Two Year,15748
45,40.7955,-73.92968,35743,Rural,America/New_York,0,22,15137.93,Never Married,Yes,Female,8.798394712,242.632554,1412.736809,13.156514,6,0,0,No,Yes,No,Psychiatrist,Credit Card (automatic),Two Year,10035
46,46.07835,-88.03348,320,Urban,America/Menominee,2,44,54458.38,Divorced,Yes,Female,10.377366,245.174977,1710.689671,10.58349704,5,1,0,No,Yes,Yes,"Conservation officer, nature",Electronic Check,Month-to-month,49881
47,40.6998,-89.61143,7870,Suburban,America/Chicago,2,23,132116.33,Divorced,Yes,Male,22.25746016,184.964681,2384.885909,12.50184778,11,1,0,No,Yes,No,Broadcast presenter,Bank Transfer(automatic),Month-to-month,61606
48,48.68497,-122.19692,861,Suburban,America/Los_Angeles,3,43,37358.13,Never Married,Yes,Female,9.427146079,195.006206,1213.940165,9.750038902,11,1,0,Yes,No,No,Applications developer,Credit Card (automatic),Month-to-month,98220
49,35.10444,-85.17661,15364,Rural,America/New_York,1,86,26534.16,Separated,No,Female,7.760290062,104.962874,740.010722,7.868660851,11,2,2,No,Yes,No,"Librarian, public",Bank Transfer(automatic),Two Year,37416
50,47.77527,-99.85,2589,Suburban,America/Chicago,2,84,76430.83,Married,No,Female,11.56938439,92.488023,897.9716153,12.43563329,14,0,1,No,No,Yes,Financial adviser,Electronic Check,Month-to-month,58341
51,33.08977,-86.06138,4901,Urban,America/Chicago,2,62,4662.37,Separated,Yes,Female,3.343811019,184.979684,1026.387172,8.957166926,13,3,0,No,Yes,No,"Surveyor, building",Bank Transfer(automatic),Month-to-month,35072
52,35.73451,-80.20925,39649,Urban,America/New_York,5,68,43820.85,Divorced,Yes,Female,7.338869531,187.656013,1234.244324,8.015021713,12,1,0,No,Yes,No,"Horticulturist, amenity",Credit Card (automatic),Month-to-month,27292
53,32.6644,-91.19645,456,Suburban,America/Chicago,1,59,38391.55,Never Married,No,Female,5.486534225,149.962093,727.3731845,4.210347704,8,0,0,No,No,No,Diagnostic radiographer,Electronic Check,Month-to-month,71286
54,42.47954,-94.75105,94,Urban,America/Chicago,0,31,44137.6,Separated,Yes,Female,1.55278221,169.944668,452.8721504,11.13960534,6,0,0,Yes,No,No,"Doctor, general practice",Credit Card (automatic),One year,50551
55,40.95947,-99.37702,315,Urban,America/Chicago,0,51,14364.65,Widowed,Yes,Male,12.07970325,160.00128,1296.674543,9.03738856,11,2,0,No,Yes,No,Insurance risk surveyor,Mailed Check,Month-to-month,68858
56,37.44262,-81.57762,4969,Suburban,America/New_York,1,58,62359.91,Separated,No,Female,13.98666226,129.962093,1840.628269,10.91594785,11,1,1,No,No,No,Heritage manager,Mailed Check,One year,24801
57,29.38147,-95.24205,46869,Suburban,America/Chicago,1,73,82634.86,Married,Yes,Male,9.563362997,114.950905,1324.330108,8.387624096,11,0,1,No,No,No,Legal executive,Electronic Check,Month-to-month,77511
58,34.49127,-120.08222,58431,Rural,America/Los_Angeles,1,33,15690.25,Widowed,No,Female,6.732948946,142.515576,958.1397059,11.4487514,11,0,1,No,No,No,Professor Emeritus,Mailed Check,Two Year,93117
59,42.68864,-87.82515,26182,Suburban,America/Chicago,1,58,14568.7,Separated,Yes,Male,15.72071086,220.14775,1868.864027,10.22013704,15,2,0,No,Yes,No,Radio producer,Credit Card (automatic),Two Year,53403
60,32.12693,-83.06218,694,Rural,America/New_York,0,49,29207.46,Never Married,No,Female,7.233605493,124.97808,676.712908,8.425458142,9,1,0,No,No,No,Barrister's clerk,Electronic Check,Two Year,31011
61,35.3619,-95.26371,3093,Suburban,America/Chicago,1,26,55319.23,Never Married,No,Female,2.871017037,164.964681,1086.990308,8.386280619,12,1,0,No,No,Yes,"Engineer, automotive",Mailed Check,One year,74455
62,40.37342,-89.52646,2765,Urban,America/Chicago,1,25,81831.49,Widowed,No,Male,2.344875382,194.976769,704.7540406,9.565924291,10,3,0,No,Yes,No,Recruitment consultant,Electronic Check,Month-to-month,61734
63,41.37478,-76.03486,3757,Rural,America/New_York,0,42,100076.65,Separated,Yes,Female,7.960490246,152.455519,1416.444695,10.79349982,14,3,0,No,Yes,No,Commercial horticulturist,Mailed Check,Month-to-month,18618
64,34.088,-109.3232,4938,Rural,America/Phoenix,1,81,69965.65,Widowed,No,Male,12.25062113,92.5018,1095.950634,6.081975067,15,0,0,No,No,Yes,"Pharmacist, community",Mailed Check,Month-to-month,85925
65,36.20782,-77.08433,3761,Suburban,America/New_York,1,43,34883.69,Divorced,No,Female,9.634946079,127.488728,1083.610268,13.55065547,13,0,0,Yes,No,Yes,Forest/woodland manager,Electronic Check,Month-to-month,27805
66,38.29793,-120.62131,1851,Urban,America/Los_Angeles,2,63,45634.2,Never Married,No,Male,7.916533093,184.963371,1570.641337,9.470419821,14,1,0,No,Yes,No,"Designer, graphic",Bank Transfer(automatic),Two Year,95245
67,42.1295,-87.92197,38476,Suburban,America/Chicago,3,70,10964.73,Married,Yes,Female,4.471254161,265.146969,1007.425553,6.194985909,11,0,1,No,Yes,No,"Civil engineer, consulting",Bank Transfer(automatic),Month-to-month,60090
68,37.82945,-94.33173,13547,Urban,America/Chicago,1,78,22365.28,Widowed,Yes,Male,10.79028074,207.609354,1323.028419,10.80393657,19,1,0,No,No,No,Science writer,Bank Transfer(automatic),Month-to-month,64772
69,33.45204,-101.64305,7801,Urban,America/Chicago,0,48,52636.6,Separated,No,Male,12.24190682,152.462354,1808.730555,7.903964267,17,0,1,No,Yes,Yes,Health and safety inspector,Electronic Check,Month-to-month,79364
70,44.48072,-105.68542,17823,Suburban,America/Denver,1,63,19048.13,Separated,Yes,Female,2.203859443,200.132293,1120.241472,11.27443693,18,2,1,Yes,Yes,No,"Administrator, Civil Service",Credit Card (automatic),Month-to-month,82716
71,43.22975,-123.23433,20269,Urban,America/Los_Angeles,4,60,42784.82,Married,Yes,Female,23.92132231,212.655686,2676.789803,6.129509309,12,0,0,No,Yes,Yes,Technical sales engineer,Electronic Check,One year,97470
72,41.31414,-81.74522,30225,Rural,America/New_York,0,87,77996.88,Divorced,Yes,Male,3.7311787,255.119794,1268.086909,7.969277912,17,0,0,Yes,Yes,No,Special educational needs teacher,Bank Transfer(automatic),One year,44133
73,40.25609,-81.02123,5760,Suburban,America/New_York,3,54,47507.3,Married,No,Female,7.980015371,134.950905,822.6771666,4.368120492,9,0,0,No,Yes,No,Outdoor activities/education manager,Bank Transfer(automatic),Two Year,43907
74,48.43505,-104.4389,61,Urban,America/Denver,3,35,7724.73,Divorced,Yes,Male,9.190009376,255.137219,1577.915603,6.258356398,9,0,1,No,Yes,No,"Civil engineer, consulting",Electronic Check,Month-to-month,59242
75,32.89431,-117.08013,34359,Urban,America/Los_Angeles,1,70,1509.52,Never Married,Yes,Male,2.378630018,214.966286,648.7471776,12.92303286,16,0,0,No,No,No,Maintenance engineer,Bank Transfer(automatic),Month-to-month,92131
76,33.9381,-118.3323,24693,Rural,America/Los_Angeles,2,67,81124.71,Married,Yes,Female,5.43464555,270.160419,1648.102673,12.43301273,13,0,0,No,Yes,Yes,Sports therapist,Electronic Check,One year,90303
77,38.6184,-77.62493,4235,Rural,America/New_York,4,46,11795.57,Widowed,Yes,Female,1.092361222,200.165175,768.0874545,7.607663559,11,0,0,No,No,No,"Engineer, communications",Electronic Check,Two Year,20119
78,36.94686,-86.60235,2193,Urban,America/Chicago,1,50,74794.84,Never Married,No,Male,20.13981517,149.937833,2426.030626,7.442789019,10,2,1,No,No,No,Oceanographer,Bank Transfer(automatic),Two Year,42274
79,39.82437,-90.36129,273,Rural,America/Chicago,1,24,19038.78,Never Married,Yes,Female,24.64873861,240.114868,2660.503932,13.04429298,18,1,0,No,No,Yes,Archaeologist,Mailed Check,Month-to-month,62631
80,45.98881,-94.37486,14557,Rural,America/Chicago,0,20,79167.77,Divorced,No,Male,9.677739656,127.495766,1129.549713,14.89762162,17,0,0,No,No,Yes,Personal assistant,Credit Card (automatic),Month-to-month,56345
81,28.57725,-81.39726,17653,Urban,America/New_York,1,29,37428.26,Married,Yes,Female,9.82814183,187.609354,1771.286466,13.79387475,13,2,1,No,Yes,No,Animal nutritionist,Electronic Check,One year,32804
82,39.9883,-79.99619,285,Rural,America/New_York,0,31,45148.38,Divorced,No,Male,7.832238337,169.992756,943.3391244,15.66367593,6,1,0,Yes,Yes,No,Hydrologist,Credit Card (automatic),Month-to-month,15348
83,46.07835,-88.03348,320,Urban,America/Menominee,5,72,74855.47,Separated,No,Female,19.45250317,192.456745,1907.226083,8.513410306,13,3,0,No,Yes,No,Arts development officer,Mailed Check,Two Year,49881
84,37.40057,-85.72074,2863,Urban,America/Chicago,4,71,45323.86,Divorced,No,Male,14.34766616,120.004928,1885.939118,8.265002035,10,1,0,No,No,Yes,Herpetologist,Credit Card (automatic),Month-to-month,42757
85,38.65158,-97.41275,1206,Suburban,America/Chicago,2,32,71596.14,Divorced,No,Female,2.257358355,195.006206,631.7435653,8.6026551,11,0,0,No,Yes,No,Medical sales representative,Bank Transfer(automatic),One year,67448
86,38.75669,-77.0929,35279,Rural,America/New_York,0,33,10389.95,Never Married,No,Male,2.358129018,139.95684,562.6095219,6.03993035,15,1,0,No,No,No,"Scientist, research (physical sciences)",Credit Card (automatic),One year,22306
87,40.1613,-77.86247,1049,Suburban,America/New_York,3,67,19657.14,Widowed,No,Male,4.650578623,114.983787,593.8572264,14.6040829,12,3,0,Yes,No,No,Solicitor,Bank Transfer(automatic),Month-to-month,17255
88,41.77576,-87.66912,32203,Suburban,America/Chicago,0,66,27827.03,Divorced,Yes,Female,3.721772616,207.638588,777.3060718,7.274007029,13,1,1,No,Yes,No,Higher education lecturer,Electronic Check,Month-to-month,60636
89,41.5865,-73.03305,25576,Rural,America/New_York,4,21,15609.05,Separated,Yes,Female,3.76663012,187.609354,1393.202392,8.913898759,12,4,0,No,Yes,No,"Nurse, adult",Electronic Check,Month-to-month,6704
90,40.54621,-120.23999,319,Urban,America/Los_Angeles,0,61,19815.63,Never Married,No,Female,4.151256695,134.950905,393.6524652,11.59313893,13,0,2,No,Yes,Yes,Automotive engineer,Bank Transfer(automatic),One year,96117
91,36.11785,-79.89432,55519,Rural,America/New_York,0,75,58482.9,Separated,Yes,Female,2.188918771,192.470522,409.7486664,8.294186076,13,0,0,No,No,No,Chiropodist,Mailed Check,Month-to-month,27410
92,41.83778,-71.31735,15210,Urban,America/New_York,0,63,41656.53,Widowed,Yes,Female,13.85488928,222.628057,2138.107161,15.19664016,9,1,0,No,Yes,Yes,Therapeutic radiographer,Mailed Check,Month-to-month,2771
93,41.83849,-84.76277,3499,Suburban,America/Detroit,0,68,115510.46,Separated,No,Female,3.273341151,162.468917,443.984031,5.083995994,3,1,0,No,Yes,No,"Designer, television/film set",Electronic Check,Two Year,49274
94,32.48494,-93.73255,14479,Suburban,America/Chicago,2,32,15841.19,Never Married,Yes,Male,19.75096265,159.979358,2481.385603,6.942719201,7,1,1,No,Yes,No,"Education officer, environmental",Electronic Check,Two Year,71104
95,28.32589,-82.32911,4654,Suburban,America/New_York,0,76,81127.41,Never Married,No,Male,18.38404445,184.979684,2233.567181,9.834012571,7,1,0,No,No,Yes,Colour technologist,Mailed Check,Two Year,33576
96,32.78137,-96.87917,26320,Suburban,America/Chicago,0,29,24270.88,Divorced,Yes,Female,4.672610857,245.145743,1158.91369,11.0596826,13,0,0,No,No,No,Academic librarian,Credit Card (automatic),Month-to-month,75212
97,40.57234,-87.80962,35,Rural,America/Chicago,0,83,54466.33,Married,No,Female,6.796299371,124.97808,529.40733,8.834079073,17,0,1,No,No,No,Mudlogger,Electronic Check,Month-to-month,60926
98,40.97003,-87.59935,521,Suburban,America/Chicago,10,23,64816.84,Divorced,Yes,Male,12.97632235,187.484705,1956.7337,5.271228601,14,1,1,No,No,No,"Designer, textile",Mailed Check,Month-to-month,60912
99,35.07431,-78.88358,17600,Rural,America/New_York,5,80,103311.26,Never Married,No,Male,20.31163945,162.500692,2056.386979,9.394961367,15,1,0,No,No,No,Chief Strategy Officer,Mailed Check,Month-to-month,28301
100,48.36433,-102.42437,3324,Suburban,America/Chicago,0,20,40211.04,Never Married,No,Male,6.998814446,182.467607,1067.373076,14.4754365,11,1,1,No,No,No,"Loss adjuster, chartered",Electronic Check,One year,58784
101,33.42521,-86.67144,55122,Urban,America/Chicago,0,69,58077.38,Separated,Yes,Male,14.46288204,222.660939,1806.135733,10.68311773,12,1,1,No,No,No,Pharmacologist,Credit Card (automatic),Month-to-month,35242
102,37.58745,-87.30164,4038,Urban,America/Chicago,1,32,43466.35,Never Married,No,Male,11.13472066,182.467607,1397.701335,13.79409442,10,1,0,No,No,No,Hydrographic surveyor,Bank Transfer(automatic),One year,42327
103,40.67637,-73.84441,31927,Urban,America/New_York,0,53,23289.77,Divorced,Yes,Female,2.542296644,220.161527,808.4305471,12.40165307,19,1,0,No,No,Yes,"Engineer, manufacturing",Mailed Check,Month-to-month,11417
104,39.00049,-80.20387,19904,Rural,America/New_York,2,25,49158.49,Separated,No,Male,17.22596021,169.937833,1886.531937,10.24782033,9,1,0,No,No,No,Research scientist (medical),Electronic Check,Two Year,26201
105,38.76701,-94.25448,13000,Suburban,America/Chicago,0,69,3805.84,Divorced,Yes,Male,22.79214163,204.963371,2294.781131,14.86100819,16,0,2,No,Yes,No,Wellsite geologist,Mailed Check,Month-to-month,64080
106,41.07317,-96.83986,1444,Urban,America/Chicago,3,71,52616.27,Widowed,Yes,Male,3.823689744,204.963371,826.3438621,6.716953195,10,2,1,No,No,No,"Embryologist, clinical",Electronic Check,Month-to-month,68065
107,41.26302,-73.94368,2158,Urban,America/New_York,3,53,30550.42,Widowed,Yes,Female,10.77094687,245.128318,2072.564168,8.124258176,18,1,0,No,No,No,Occupational psychologist,Credit Card (automatic),Month-to-month,10511
108,38.61776,-86.61282,1800,Urban,America/Indiana/Indianapolis,2,56,12154.01,Divorced,Yes,Nonbinary,13.08671185,172.473314,1436.793746,14.60903837,11,0,2,No,No,Yes,Environmental health practitioner,Bank Transfer(automatic),Month-to-month,47469
109,32.29188,-100.21075,30,Suburban,America/Chicago,0,42,30649.31,Married,Yes,Male,14.76468813,172.456745,1963.332683,12.65015936,9,2,2,No,Yes,No,"Sales professional, IT",Bank Transfer(automatic),Month-to-month,79537
110,34.79657,-85.67879,3682,Suburban,America/Chicago,3,33,31417.33,Married,Yes,Male,9.473091121,194.976769,1324.164906,12.0281501,14,0,0,No,No,No,Advertising copywriter,Electronic Check,Month-to-month,35966
111,38.85433,-77.47715,41733,Urban,America/New_York,1,47,55861.19,Divorced,No,Male,5.197446331,137.439154,704.9375603,15.68043093,16,1,0,No,No,No,"Radiographer, therapeutic",Bank Transfer(automatic),Month-to-month,20120
112,47.74202,-92.78159,630,Urban,America/Chicago,1,48,9044.26,Widowed,Yes,Female,6.577552683,192.470522,888.6517305,11.30421466,18,3,1,No,Yes,Yes,English as a second language teacher,Credit Card (automatic),Two Year,55703
113,45.52596,-91.71346,15383,Rural,America/Chicago,0,63,25381.66,Never Married,Yes,Female,3.174571918,159.951231,377.0810282,10.26646787,10,1,0,No,Yes,No,Occupational therapist,Mailed Check,Month-to-month,54868
114,42.35146,-73.02322,257,Urban,America/New_York,1,40,65064.31,Widowed,No,Male,17.88002366,112.455141,1606.489936,7.56618217,9,0,0,No,No,No,Armed forces logistics/support/administrative officer,Bank Transfer(automatic),Month-to-month,1243
115,42.43085,-77.84964,1012,Urban,America/New_York,0,67,12527.51,Divorced,Yes,Male,13.12190056,174.961766,1431.409396,10.40677369,14,2,0,Yes,No,No,Technical author,Mailed Check,Month-to-month,14822
116,36.95739,-79.86453,20327,Urban,America/New_York,0,56,35499.06,Divorced,No,Female,23.34617699,162.452604,2253.85247,7.146124361,13,3,0,Yes,No,No,Regulatory affairs officer,Credit Card (automatic),Month-to-month,24151
117,38.01464,-83.76565,69,Urban,America/New_York,6,24,26282.4,Married,No,Female,6.311709178,137.483594,1353.29384,9.807530479,10,1,0,Yes,Yes,Yes,Sales promotion account executive,Mailed Check,One year,40334
118,40.80268,-96.95214,1130,Urban,America/Chicago,2,79,51237.28,Divorced,No,Female,12.58298231,275.133571,1701.457566,10.61217014,12,3,0,No,No,Yes,"Optician, dispensing",Electronic Check,Two Year,68423
119,42.37724,-76.94575,4210,Rural,America/New_York,3,61,64222.21,Married,Yes,Male,7.120096363,127.442069,1290.737183,5.785085772,16,1,1,No,Yes,No,Theme park manager,Electronic Check,Month-to-month,14891
120,33.7683,-82.2322,155,Urban,America/New_York,0,38,11014.98,Divorced,Yes,Male,9.344886869,210.138,1403.270091,9.062879297,11,2,0,Yes,No,No,"Pharmacist, community",Electronic Check,Two Year,29844
121,34.19544,-118.13796,37711,Rural,America/Los_Angeles,4,28,21172.49,Divorced,No,Female,22.37815032,147.456419,2603.903672,16.54443477,13,1,0,Yes,No,No,IT trainer,Credit Card (automatic),Two Year,91001
122,42.29251,-91.53608,1800,Urban,America/Chicago,3,44,26130.78,Divorced,Yes,Male,4.799514433,242.657291,1256.287854,4.539566699,8,2,0,No,Yes,Yes,Contracting civil engineer,Credit Card (automatic),One year,52218
123,40.71569,-79.748,8028,Suburban,America/New_York,1,65,36478.21,Widowed,No,Male,10.04672315,114.983787,980.9935923,7.251198724,14,2,0,Yes,No,Yes,Health and safety inspector,Mailed Check,Month-to-month,16055
124,26.57593,-81.94532,31859,Urban,America/New_York,3,35,54533.63,Divorced,No,Female,8.156552837,187.656013,1347.869205,8.943293567,15,2,1,No,Yes,Yes,"Psychologist, sport and exercise",Bank Transfer(automatic),Month-to-month,33904
125,41.24042,-80.84612,16101,Suburban,America/New_York,2,31,37103.18,Separated,No,Female,7.992791229,149.991327,1127.267848,12.57884215,9,3,1,No,Yes,No,Manufacturing engineer,Credit Card (automatic),Two Year,44485
