location_id,zip,city,state,county
86,22306,Alexandria,VA,Fairfax
87,17255,Shade Gap,PA,Huntingdon
88,60636,Chicago,IL,Cook
89,6704,Waterbury,CT,New Haven
90,96117,Litchfield,CA,Lassen
91,27410,Greensboro,NC,Guilford
92,2771,Seekonk,MA,Bristol
93,49274,Reading,MI,Hillsdale
94,71104,Shreveport,LA,Caddo
95,33576,San Antonio,FL,Pasco
96,75212,Dallas,TX,Dallas
97,60926,Claytonville,IL,Iroquois
98,60912,Beaverville,IL,Iroquois
99,28301,Fayetteville,NC,Cumberland
100,58784,Stanley,ND,Mountrail
101,35242,Birmingham,AL,Shelby
102,42327,Calhoun,KY,McLean
103,11417,Ozone Park,NY,Queens
104,26201,Buckhannon,WV,Upshur
105,64080,Pleasant Hill,MO,Cass
106,68065,Valparaiso,NE,Saunders
107,10511,Buchanan,NY,Westchester
108,47469,West Baden Springs,IN,Orange
109,79537,Nolan,TX,Nolan
110,35966,Flat Rock,AL,Jackson
111,20120,Centreville,VA,Fairfax
112,55703,Angora,MN,St. Louis
113,54868,Rice Lake,WI,Barron
114,1243,Middlefield,MA,Hampshire
115,14822,Canaseraga,NY,Allegany
116,24151,Rocky Mount,VA,Franklin
117,40334,Hope,KY,Montgomery
118,68423,Pleasant Dale,NE,Seward
119,14891,Watkins Glen,NY,Schuyler
120,29844,Parksville,SC,McCormick
121,91001,Altadena,CA,Los Angeles
122,52218,Coggon,IA,Linn
123,16055,Sarver,PA,Butler
124,33904,Cape Coral,FL,Lee
125,44485,Warren,OH,Trumbull
126,33525,Dade City,FL,Pasco
127,17763,Ralston,PA,Lycoming
128,6066,Vernon Rockville,CT,Tolland
129,61052,Monroe Center,IL,Ogle
130,60954,Momence,IL,Kankakee
131,44621,Dennison,OH,Tuscarawas
132,36277,Weaver,AL,Calhoun
133,3051,Hudson,NH,Hillsborough
134,13131,Parish,NY,Oswego
135,56524,Clitherall,MN,Otter Tail
136,19955,Kenton,DE,Kent
137,27831,Garysburg,NC,Northampton
138,75451,Leesburg,TX,Camp
139,73669,Thomas,OK,Custer
140,40827,Essie,KY,Leslie
141,60150,Malta,IL,DeKalb
142,77901,Victoria,TX,Victoria
143,7439,Ogdensburg,NJ,Sussex
144,79556,Sweetwater,TX,Nolan
145,55107,Saint Paul,MN,Ramsey
146,8551,Ringoes,NJ,Hunterdon
147,56019,Comfrey,MN,Brown
148,10915,Bullville,NY,Orange
149,15057,Mc Donald,PA,Washington
150,13616,Calcium,NY,Jefferson
151,97467,Reedsport,OR,Douglas
152,91506,Burbank,CA,Los Angeles
153,6119,West Hartford,CT,Hartford
154,71373,Vidalia,LA,Concordia
155,39338,Louin,MS,Jasper
156,92377,Rialto,CA,San Bernardino
157,60645,Chicago,IL,Cook
158,77573,League City,TX,Galveston
159,40334,Hope,KY,Montgomery
160,11798,Wyandanch,NY,Suffolk
161,60145,Kingston,IL,DeKalb
162,56036,Glenville,MN,Freeborn
163,83126,Smoot,WY,Lincoln
164,43613,Toledo,OH,Lucas
165,83333,Hailey,ID,Blaine
166,58257,Mayville,ND,Traill
167,36351,New Brockton,AL,Coffee
168,22972,Somerset,VA,Orange
169,29613,Greenville,SC,Greenville
170,13812,Nichols,NY,Tioga
171,74832,Carney,OK,Lincoln
172,11580,Valley Stream,NY,Nassau
173,50421,Belmond,IA,Wright
174,71302,Alexandria,LA,Rapides
175,78564,Lopeno,TX,Zapata
176,91210,Glendale,CA,Los Angeles
177,36559,Montrose,AL,Baldwin
178,58656,Taylor,ND,Stark
179,56450,Garrison,MN,Crow Wing
180,1005,Barre,MA,Worcester
181,27343,Semora,NC,Person
182,47129,Clarksville,IN,Clark
183,40863,Pathfork,KY,Harlan
184,87553,Penasco,NM,Taos
185,13418,North Brookfield,NY,Madison
186,48875,Portland,MI,Ionia
187,75631,Beckville,TX,Panola
188,18214,Barnesville,PA,Schuylkill
189,14856,Kanona,NY,Steuben
190,44653,Midvale,OH,Tuscarawas
191,31749,Enigma,GA,Berrien
192,67443,Galva,KS,McPherson
193,41183,Worthington,KY,Greenup
194,79339,Littlefield,TX,Lamb
195,54545,Manitowish Waters,WI,Vilas
196,25504,Barboursville,WV,Cabell
197,55783,Sturgeon Lake,MN,Pine
198,43019,Fredericktown,OH,Knox
199,99124,Elmer City,WA,Okanogan
200,4619,Calais,ME,Washington
201,56227,Correll,MN,Big Stone
202,22959,North Garden,VA,Albemarle
203,88072,Vado,NM,Doña Ana
204,60639,Chicago,IL,Cook
205,67438,Durham,KS,Marion
206,56228,Cosmos,MN,Meeker
207,48857,Morrice,MI,Shiawassee
208,21913,Cecilton,MD,Cecil
209,44890,Willard,OH,Huron
210,10805,New Rochelle,NY,Westchester
211,54872,Siren,WI,Burnett
212,22715,Brightwood,VA,Madison
213,95014,Cupertino,CA,Santa Clara
214,83118,Etna,WY,Lincoln
215,1089,West Springfield,MA,Hampden
216,87031,Los Lunas,NM,Valencia
217,79781,Sheffield,TX,Pecos
218,33756,Clearwater,FL,Pinellas
219,44866,Polk,OH,Ashland
220,77837,Calvert,TX,Robertson
221,28560,New Bern,NC,Craven
222,48134,Flat Rock,MI,Wayne
223,47872,Rockville,IN,Parke
224,33306,Fort Lauderdale,FL,Broward
225,71973,Wickes,AR,Polk
226,41844,Pippa Passes,KY,Knott
227,71423,Dry Prong,LA,Grant
228,15486,Vanderbilt,PA,Fayette
229,43146,Orient,OH,Pickaway
230,47943,Fair Oaks,IN,Jasper
231,22180,Vienna,VA,Fairfax
232,33321,Fort Lauderdale,FL,Broward
233,50278,Zearing,IA,Story
234,55746,Hibbing,MN,St. Louis
235,73441,Leon,OK,Love
236,50165,Millerton,IA,Wayne
237,7936,East Hanover,NJ,Morris
238,55053,Nerstrand,MN,Rice
239,57350,Huron,SD,Beadle
240,50593,Varina,IA,Pocahontas
241,60630,Chicago,IL,Cook
242,77092,Houston,TX,Harris
243,93280,Wasco,CA,Kern
244,88262,Mcdonald,NM,Lea
245,12526,Germantown,NY,Columbia
246,65674,Humansville,MO,Polk
247,39074,Forest,MS,Scott
248,16239,Marienville,PA,Forest
249,58042,Harwood,ND,Cass
250,36278,Wedowee,AL,Randolph
251,86511,Saint Michaels,AZ,Apache
252,19121,Philadelphia,PA,Philadelphia
253,17244,Orrstown,PA,Franklin
254,48705,Barton City,MI,Alcona
255,98267,Marblemount,WA,Skagit
256,63666,Reynolds,MO,Reynolds
257,27103,Winston Salem,NC,Forsyth
258,43016,Dublin,OH,Franklin
259,64487,Skidmore,MO,Nodaway
260,30319,Atlanta,GA,DeKalb
261,11575,Roosevelt,NY,Nassau
262,80473,Rand,CO,Jackson
263,17111,Harrisburg,PA,Dauphin
264,28308,Pope Army Airfield,NC,Cumberland
265,62872,Opdyke,IL,Jefferson
266,37887,Wartburg,TN,Morgan
267,93428,Cambria,CA,San Luis Obispo
268,20184,Upperville,VA,Fauquier
269,20015,Washington,DC,District of Columbia
270,67061,Hazelton,KS,Barber
271,32438,Fountain,FL,Bay
272,46770,Markle,IN,Wells
273,97437,Elmira,OR,Lane
274,68947,Hildreth,NE,Franklin
275,26585,Metz,WV,Marion
276,78744,Austin,TX,Travis
277,34237,Sarasota,FL,Sarasota
278,94402,San Mateo,CA,San Mateo
279,56042,Hartland,MN,Freeborn
280,76638,Crawford,TX,McLennan
281,2215,Boston,MA,Suffolk
282,98292,Stanwood,WA,Snohomish
283,67648,Lucas,KS,Russell
284,40763,Siler,KY,Whitley
285,25628,Kistler,WV,Logan
286,31601,Valdosta,GA,Lowndes
287,96717,Hauula,HI,Honolulu
288,26542,Masontown,WV,Preston
289,20121,Centreville,VA,Fairfax
290,56214,Belview,MN,Redwood
291,20634,Great Mills,MD,St. Mary's
292,20874,Germantown,MD,Montgomery
293,35990,Walnut Grove,AL,Etowah
294,17268,Waynesboro,PA,Franklin
295,44310,Akron,OH,Summit
296,81625,Craig,CO,Moffat
297,32340,Madison,FL,Madison
298,65740,Rockaway Beach,MO,Taney
299,96737,Ocean View,HI,Hawaii
300,73073,Orlando,OK,Logan
301,14420,Brockport,NY,Monroe
302,81241,Pitkin,CO,Gunnison
303,16621,Broad Top,PA,Huntingdon
304,87827,Pie Town,NM,Catron
305,14206,Buffalo,NY,Erie
306,30337,Atlanta,GA,Fulton
307,84324,Mantua,UT,Box Elder
308,8085,Swedesboro,NJ,Gloucester
309,47942,Earl Park,IN,Benton
310,65068,Prairie Home,MO,Cooper
311,95819,Sacramento,CA,Sacramento
312,27403,Greensboro,NC,Guilford
313,49410,Fountain,MI,Mason
314,3287,Wilmot,NH,Merrimack
315,90810,Long Beach,CA,Los Angeles
316,80610,Ault,CO,Weld
317,8345,Newport,NJ,Cumberland
318,24082,Critz,VA,Patrick
319,23915,Baskerville,VA,Mecklenburg
320,92277,Twentynine Palms,CA,San Bernardino
321,24244,Duffield,VA,Scott
322,36582,Theodore,AL,Mobile
323,14714,Black Creek,NY,Allegany
324,36526,Daphne,AL,Baldwin
325,14066,Gainesville,NY,Wyoming
326,39040,Bentonia,MS,Yazoo
327,68817,Ashton,NE,Sherman
328,46228,Indianapolis,IN,Marion
329,83013,Moran,WY,Teton
330,37801,Maryville,TN,Blount
331,68746,Lynch,NE,Boyd
332,95247,Murphys,CA,Calaveras
333,67056,Halstead,KS,Harvey
334,18505,Scranton,PA,Lackawanna
335,83467,Salmon,ID,Lemhi
336,63030,Fletcher,MO,Washington
337,66415,Centralia,KS,Nemaha
338,13315,Burlington Flats,NY,Otsego
339,90401,Santa Monica,CA,Los Angeles
340,61929,Hammond,IL,Piatt
341,20754,Dunkirk,MD,Calvert
342,55947,La Crescent,MN,Houston
343,63636,Des Arc,MO,Iron
344,48819,Dansville,MI,Ingham
345,24898,Wyoming,WV,Wyoming
346,30619,Arnoldsville,GA,Oglethorpe
347,72110,Morrilton,AR,Conway
348,76230,Bowie,TX,Montague
349,67445,Glasco,KS,Cloud
350,12422,Durham,NY,Greene
351,44311,Akron,OH,Summit
352,19013,Chester,PA,Delaware
353,6484,Shelton,CT,Fairfield
354,50325,Clive,IA,Polk
355,97840,Oxbow,OR,Baker
356,99126,Evans,WA,Stevens
357,10001,New York,NY,New York
358,97064,Vernonia,OR,Columbia
359,33426,Boynton Beach,FL,Palm Beach
360,96746,Kapaa,HI,Kauai
361,33133,Miami,FL,Miami-Dade
362,71602,White Hall,AR,Jefferson
363,2367,Plympton,MA,Plymouth
364,20017,Washington,DC,District of Columbia
365,71933,Bonnerdale,AR,Garland
366,28360,Lumberton,NC,Robeson
367,12812,Blue Mountain Lake,NY,Hamilton
368,13820,Oneonta,NY,Otsego
369,48097,Yale,MI,St. Clair
370,31639,Nashville,GA,Berrien
371,42025,Benton,KY,Marshall
372,49104,Berrien Springs,MI,Berrien
373,76549,Killeen,TX,Bell
374,27824,Engelhard,NC,Hyde
375,24924,Buckeye,WV,Pocahontas
376,27927,Corolla,NC,Currituck
377,49917,Copper City,MI,Houghton
378,76435,Carbon,TX,Eastland
379,54982,Wautoma,WI,Waushara
380,53142,Kenosha,WI,Kenosha
381,14489,Lyons,NY,Wayne
382,14456,Geneva,NY,Ontario
383,54014,Hager City,WI,Pierce
384,22939,Fishersville,VA,Augusta
385,11205,Brooklyn,NY,Kings
386,94545,Hayward,CA,Alameda
387,8889,Whitehouse Station,NJ,Hunterdon
388,31783,Rebecca,GA,Turner
389,72669,Pindall,AR,Searcy
390,5483,Sheldon,VT,Franklin
391,30557,Martin,GA,Stephens
392,30529,Commerce,GA,Jackson
393,21085,Joppa,MD,Harford
394,24606,Boissevain,VA,Tazewell
395,98144,Seattle,WA,King
396,2713,Cuttyhunk,MA,Dukes
397,43948,Smithfield,OH,Jefferson
398,48015,Center Line,MI,Macomb
399,18435,Lackawaxen,PA,Pike
400,96109,Doyle,CA,Lassen
401,74472,Whitefield,OK,Haskell
402,56436,Benedict,MN,Hubbard
403,19041,Haverford,PA,Delaware
404,50127,Ira,IA,Jasper
405,87008,Cedar Crest,NM,Bernalillo
406,40012,Chaplin,KY,Nelson
407,96853,Jbphh,HI,Honolulu
408,33042,Summerland Key,FL,Monroe
409,16436,Spring Creek,PA,Warren
410,54771,Thorp,WI,Clark
411,12561,New Paltz,NY,Ulster
412,24578,Natural Bridge,VA,Rockbridge
413,16881,Woodland,PA,Clearfield
414,62478,West York,IL,Crawford
415,70358,Grand Isle,LA,Jefferson
416,50313,Des Moines,IA,Polk
417,76504,Temple,TX,Bell
418,59081,Silver Gate,MT,Park
419,23181,West Point,VA,King William
420,86335,Rimrock,AZ,Yavapai
421,13795,Kirkwood,NY,Broome
422,96814,Honolulu,HI,Honolulu
423,48397,Warren,MI,Macomb
424,77331,Coldspring,TX,San Jacinto
425,2357,North Easton,MA,Bristol
426,42453,Saint Charles,KY,Hopkins
427,98404,Tacoma,WA,Pierce
428,55350,Hutchinson,MN,McLeod
429,11359,Bayside,NY,Queens
430,64659,Meadville,MO,Linn
431,24476,Steeles Tavern,VA,Augusta
432,24597,Vernon Hill,VA,Halifax
433,32073,Orange Park,FL,Clay
434,83871,Troy,ID,Latah
435,38132,Memphis,TN,Shelby
436,55359,Maple Plain,MN,Hennepin
437,29210,Columbia,SC,Richland
438,47023,Holton,IN,Ripley
439,59248,Nashua,MT,Valley
440,88255,Loco Hills,NM,Eddy
441,97737,Gilchrist,OR,Klamath
442,29150,Sumter,SC,Sumter
443,11206,Brooklyn,NY,Kings
444,2907,Providence,RI,Providence
445,35646,Leighton,AL,Colbert
446,78681,Round Rock,TX,Williamson
447,28019,Caroleen,NC,Rutherford
448,44270,Rittman,OH,Wayne
449,75683,Ore City,TX,Upshur
450,17925,Brockton,PA,Schuylkill
451,53953,Packwaukee,WI,Marquette
452,28513,Ayden,NC,Pitt
453,67108,Mount Hope,KS,Sedgwick
454,81415,Crawford,CO,Delta
455,48872,Perry,MI,Shiawassee
456,19954,Houston,DE,Kent
457,67482,Talmage,KS,Dickinson
458,11749,Islandia,NY,Suffolk
459,33331,Fort Lauderdale,FL,Broward
460,58058,Mantador,ND,Richland
461,47598,Winslow,IN,Pike
462,48630,Houghton Lake Heights,MI,Roscommon
463,99032,Sprague,WA,Lincoln
464,33611,Tampa,FL,Hillsborough
465,30094,Conyers,GA,Rockdale
466,1721,Ashland,MA,Middlesex
467,65076,Saint Thomas,MO,Cole
468,28658,Newton,NC,Catawba
469,77581,Pearland,TX,Brazoria
470,11507,Albertson,NY,Nassau
471,59231,Saint Marie,MT,Valley
472,38768,Rome,MS,Sunflower
473,41390,Whick,KY,Breathitt
474,57785,Sturgis,SD,Meade
475,28669,Roaring River,NC,Wilkes
476,74019,Claremore,OK,Rogers
477,4002,Alfred,ME,York
478,85375,Sun City West,AZ,Maricopa
479,92629,Dana Point,CA,Orange
480,55305,Hopkins,MN,Hennepin
481,77625,Kountze,TX,Hardin
482,58033,Fort Ransom,ND,Ransom
483,72011,Bauxite,AR,Saline
484,95306,Catheys Valley,CA,Mariposa
485,54026,Star Prairie,WI,Polk
486,15931,Ebensburg,PA,Cambria
487,21631,East New Market,MD,Dorchester
488,10925,Greenwood Lake,NY,Orange
489,90270,Maywood,CA,Los Angeles
490,15075,Rural Ridge,PA,Allegheny
491,60974,Woodland,IL,Iroquois
492,35576,Millport,AL,Lamar
493,59732,Glen,MT,Beaverhead
494,34607,Spring Hill,FL,Hernando
495,68761,Oakdale,NE,Antelope
496,54127,Green Valley,WI,Shawano
497,99203,Spokane,WA,Spokane
498,68309,Barneston,NE,Gage
499,85023,Phoenix,AZ,Maricopa
500,43525,Haskins,OH,Wood
501,18847,Susquehanna,PA,Susquehanna
502,89429,Silver Springs,NV,Lyon
503,75477,Roxton,TX,Lamar
504,50105,Gilbert,IA,Story
505,16637,East Freedom,PA,Blair
506,62876,Radom,IL,Washington
507,27845,Jackson,NC,Northampton
508,33585,Sumterville,FL,Sumter
509,72063,Hattieville,AR,Conway
510,43565,Tontogany,OH,Wood
511,89508,Reno,NV,Washoe
512,38449,Ardmore,TN,Giles
513,43725,Cambridge,OH,Guernsey
514,731,Ponce,PR,Ponce
515,99671,Stebbins,AK,Nome
516,25855,Hilltop,WV,Fayette
517,46365,Mill Creek,IN,LaPorte
518,78340,Bayside,TX,Refugio
519,14098,Lyndonville,NY,Orleans
520,99782,Wainwright,AK,North Slope
521,43535,Malinta,OH,Henry
522,23605,Newport News,VA,Newport News
523,42345,Greenville,KY,Muhlenberg
524,54646,Necedah,WI,Juneau
525,53089,Sussex,WI,Waukesha
526,30620,Bethlehem,GA,Barrow
527,65243,Clark,MO,Randolph
528,60097,Wonder Lake,IL,McHenry
529,27405,Greensboro,NC,Guilford
530,30458,Statesboro,GA,Bulloch
531,3771,Monroe,NH,Grafton
532,17776,Waterville,PA,Lycoming
533,13042,Cleveland,NY,Oswego
534,68378,Johnson,NE,Nemaha
535,41612,Bypro,KY,Floyd
536,12060,East Chatham,NY,Columbia
537,63111,Saint Louis,MO,St. Louis
538,65759,Taneyville,MO,Taney
539,4227,East Dixfield,ME,Oxford
540,1826,Dracut,MA,Middlesex
541,87548,Medanales,NM,Rio Arriba
542,98583,Satsop,WA,Grays Harbor
543,3237,Gilmanton,NH,Belknap
544,31712,Arabi,GA,Crisp
545,52553,Eddyville,IA,Wapello
546,70092,Violet,LA,St. Bernard
547,24279,Pound,VA,Wise
548,90265,Malibu,CA,Los Angeles
549,24226,Clinchco,VA,Dickenson
550,87553,Penasco,NM,Taos
551,56160,Odin,MN,Watonwan
552,87749,Ute Park,NM,Colfax
553,95917,Biggs,CA,Butte
554,29909,Okatie,SC,Beaufort
555,23841,Dinwiddie,VA,Dinwiddie
556,19120,Philadelphia,PA,Philadelphia
557,13304,Barneveld,NY,Oneida
558,48638,Saginaw,MI,Saginaw
559,19083,Havertown,PA,Delaware
560,98116,Seattle,WA,King
561,24131,Paint Bank,VA,Craig
562,5846,Island Pond,VT,Essex
563,39335,Lauderdale,MS,Lauderdale
564,62295,Valmeyer,IL,Monroe
565,25702,Huntington,WV,Cabell
566,83541,Lenore,ID,Clearwater
567,55721,Cohasset,MN,Itasca
568,84638,Leamington,UT,Millard
569,30410,Ailey,GA,Montgomery
570,74085,Yale,OK,Payne
571,48721,Black River,MI,Alcona
572,99510,Anchorage,AK,North Slope
573,71971,Umpire,AR,Howard
574,14867,Newfield,NY,Tompkins
575,80305,Boulder,CO,Boulder
576,52323,Oxford Junction,IA,Jones
577,27880,Sims,NC,Wilson
578,44035,Elyria,OH,Lorain
579,83714,Garden City,ID,Ada
580,56181,Welcome,MN,Martin
581,2660,South Dennis,MA,Barnstable
582,56338,Hillman,MN,Morrison
583,32266,Neptune Beach,FL,Duval
584,18083,Stockertown,PA,Northampton
585,56145,Jeffers,MN,Cottonwood
586,72653,Mountain Home,AR,Baxter
587,27850,Littleton,NC,Halifax
588,94526,Danville,CA,Contra Costa
589,6854,Norwalk,CT,Fairfield
590,90016,Los Angeles,CA,Los Angeles
591,27829,Fountain,NC,Pitt
592,79854,Valentine,TX,Jeff Davis
593,43081,Westerville,OH,Franklin
594,48638,Saginaw,MI,Saginaw
595,14423,Caledonia,NY,Livingston
596,62707,Springfield,IL,Sangamon
597,72395,Wilson,AR,Mississippi
598,25915,Rhodell,WV,Raleigh
599,17602,Lancaster,PA,Lancaster
600,48505,Flint,MI,Genesee
601,25304,Charleston,WV,Kanawha
602,67745,Mc Donald,KS,Rawlins
603,79411,Lubbock,TX,Lubbock
604,67853,Ingalls,KS,Gray
605,27614,Raleigh,NC,Wake
606,6249,Lebanon,CT,New London
607,38841,Ecru,MS,Pontotoc
608,12167,Stamford,NY,Delaware
609,50314,Des Moines,IA,Polk
610,82007,Cheyenne,WY,Laramie
611,56529,Dilworth,MN,Clay
612,10984,Thiells,NY,Rockland
613,73128,Oklahoma City,OK,Canadian
614,2904,Providence,RI,Providence
615,54104,Athelstane,WI,Marinette
616,27052,Walnut Cove,NC,Stokes
617,78343,Bishop,TX,Nueces
618,6339,Ledyard,CT,New London
619,50054,Colfax,IA,Jasper
620,51048,Pierson,IA,Woodbury
621,50483,Wesley,IA,Kossuth
622,8053,Marlton,NJ,Burlington
623,94548,Knightsen,CA,Contra Costa
624,84763,Rockville,UT,Washington
625,53070,Oostburg,WI,Sheboygan
626,56722,Euclid,MN,Polk
627,54448,Marathon,WI,Marathon
628,35126,Pinson,AL,Jefferson
629,68966,Orleans,NE,Harlan
630,64150,Riverside,MO,Platte
631,19133,Philadelphia,PA,Philadelphia
632,55964,Plainview,MN,Wabasha
633,54212,Fish Creek,WI,Door
634,33446,Delray Beach,FL,Palm Beach
635,74940,Howe,OK,Le Flore
636,49802,Kingsford,MI,Dickinson
637,68463,Weeping Water,NE,Cass
638,15006,Bairdford,PA,Allegheny
639,50078,Ferguson,IA,Marshall
640,54436,Granton,WI,Clark
641,75457,Mount Vernon,TX,Franklin
642,84536,Monument Valley,UT,San Juan
643,53916,Beaver Dam,WI,Dodge
644,38843,Fulton,MS,Itawamba
645,75216,Dallas,TX,Dallas
646,82648,Powder River,WY,Natrona
647,73034,Edmond,OK,Oklahoma
648,68792,Wynot,NE,Cedar
649,61330,La Moille,IL,Bureau
650,3609,North Walpole,NH,Cheshire
651,5086,West Topsham,VT,Orange
652,3045,Goffstown,NH,Hillsborough
653,38230,Greenfield,TN,Weakley
654,8005,Barnegat,NJ,Ocean
655,12583,Tivoli,NY,Dutchess
656,17403,York,PA,York
657,33503,Balm,FL,Hillsborough
658,7201,Elizabeth,NJ,Union
659,22821,Dayton,VA,Rockingham
660,25918,Shady Spring,WV,Raleigh
661,19040,Hatboro,PA,Montgomery
662,87512,Amalia,NM,Taos
663,89147,Las Vegas,NV,Clark
664,98266,Maple Falls,WA,Whatcom
665,26161,Petroleum,WV,Ritchie
666,76629,Bremond,TX,Robertson
667,70658,Reeves,LA,Allen
668,38126,Memphis,TN,Shelby
669,46130,Fountaintown,IN,Shelby
670,78559,La Feria,TX,Cameron
671,80746,Paoli,CO,Phillips
672,1037,Hardwick,MA,Worcester
673,30814,Harlem,GA,Columbia
674,24827,Cyclone,WV,Wyoming
675,41631,Grethel,KY,Floyd
676,91207,Glendale,CA,Los Angeles
677,57780,Scenic,SD,Pennington
678,20132,Purcellville,VA,Loudoun
679,40026,Goshen,KY,Oldham
680,30563,Mount Airy,GA,Habersham
681,17581,Terre Hill,PA,Lancaster
682,98014,Carnation,WA,King
683,10020,New York,NY,New York
684,28001,Albemarle,NC,Stanly
685,33744,Bay Pines,FL,Pinellas
686,50851,Lenox,IA,Taylor
687,16803,State College,PA,Centre
688,34434,Dunnellon,FL,Citrus
689,22843,Mount Solon,VA,Augusta
690,43913,Brilliant,OH,Jefferson
691,94573,Rutherford,CA,Napa
692,43447,Millbury,OH,Wood
693,4669,Prospect Harbor,ME,Hancock
694,56710,Alvarado,MN,Marshall
695,82646,Natrona,WY,Natrona
696,50025,Audubon,IA,Audubon
697,25906,Piney View,WV,Raleigh
698,53520,Brodhead,WI,Green
699,24082,Critz,VA,Patrick
700,3561,Littleton,NH,Grafton
701,46538,Leesburg,IN,Kosciusko
702,50006,Alden,IA,Hardin
703,32601,Gainesville,FL,Alachua
704,42544,Nancy,KY,Pulaski
705,45361,Potsdam,OH,Miami
706,33412,West Palm Beach,FL,Palm Beach
707,32456,Port Saint Joe,FL,Gulf
708,16832,Coburn,PA,Centre
709,22152,Springfield,VA,Fairfax
710,75639,De Berry,TX,Panola
711,38630,Farrell,MS,Coahoma
712,97623,Bonanza,OR,Klamath
713,43716,Beallsville,OH,Monroe
714,1876,Tewksbury,MA,Middlesex
715,21912,Warwick,MD,Cecil
716,83824,Desmet,ID,Benewah
717,30241,Lagrange,GA,Troup
718,50459,Northwood,IA,Worth
719,58831,Alexander,ND,McKenzie
720,28629,Glendale Springs,NC,Ashe
721,4022,Denmark,ME,Oxford
722,5253,East Dorset,VT,Bennington
723,19405,Bridgeport,PA,Montgomery
724,72328,Crumrod,AR,Phillips
725,72459,Ravenden,AR,Lawrence
726,38581,Rock Island,TN,Warren
727,40036,Lockport,KY,Henry
728,47981,Romney,IN,Tippecanoe
729,78389,Skidmore,TX,Bee
730,49233,Cement City,MI,Hillsdale
731,16416,Garland,PA,Warren
732,28076,Henrietta,NC,Rutherford
733,58218,Buxton,ND,Traill
734,47264,Norman,IN,Jackson
735,19312,Berwyn,PA,Chester
736,18072,Pen Argyl,PA,Northampton
737,77703,Beaumont,TX,Jefferson
738,75094,Plano,TX,Collin
739,95610,Citrus Heights,CA,Sacramento
740,52325,Parnell,IA,Iowa
741,94601,Oakland,CA,Alameda
